date,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2023-01-02,50000000,6923906.52,98.801,576189.1,46705953,40962.77,6965192,196911.81,29686909,79062.13,14703523,155273.59,6281177
2023-01-09,50000000,7123706.42,100.548,555155.22,44911840,133904.04,23006883,181084.67,24824861,114882.03,21778337,155943.64,6424153
2023-01-16,50000000,7183573.21,101.362,524083.39,41770242,154917.1,26041489,205063.06,28507007,168876.59,31734172,149058.73,5645313
2023-01-23,50000000,7520771.59,101.381,657184.0,52260654,147140.51,25104977,70017.69,10091601,146079.16,28573457,203159.94,7993440
2023-01-30,50000000,7293804.1,100.803,145292.57,11528118,141561.76,24727362,90030.23,12460702,72013.02,13763577,174832.3,6988240
2023-02-06,50000000,7104571.83,102.02,146452.15,11389975,40543.59,6851046,183314.36,26474823,53663.95,10135452,146630.18,6016264
2023-02-13,50000000,7150669.41,102.129,151032.16,11848098,44570.37,7608281,177333.62,24209188,65971.35,12413001,136461.23,5418234
2023-02-20,50000000,6775322.95,100.985,124839.37,10156919,37565.56,6313850,173225.62,23721157,57172.57,10857332,170278.73,7036069
2023-02-27,50000000,6795988.19,100.229,123222.96,10526604,29106.47,4983802,76059.1,10815527,69675.77,12841089,157121.8,6114406
2023-03-06,50000000,6826315.67,101.247,123505.48,9670556,37644.38,6434309,82760.77,11368558,76106.9,14535654,306149.88,12637971
2023-03-13,50000000,6722321.6,100.985,180031.58,14798689,43958.23,7586427,81720.69,11221622,68127.88,12636934,342053.28,13605856
2023-03-20,50000000,6450926.83,104.728,140437.81,11332700,40582.07,7140115,72262.2,10132673,64162.33,11780929,146137.36,5977801
2023-03-27,50000000,6435734.59,104.195,158202.83,12340526,48059.34,8446806,80408.6,11057699,70730.48,13252117,185368.36,7546143
2023-04-03,50000000,6749552.13,102.335,465795.11,36779544,30215.76,5121715,69095.82,9586762,68812.94,13270941,156593.35,6064702
2023-04-10,50000000,6903605.21,100.7,553950.12,45160641,147202.9,26212188,77605.66,10930393,59033.57,11186964,140425.6,5836147
2023-04-17,50000000,7226708.63,99.407,587552.15,45664614,163450.59,28231896,208896.31,29580138,49365.77,9167094,133390.82,5313822
2023-04-24,50000000,7461831.88,96.612,542067.68,43676520,123171.89,21112863,199238.8,28944197,60514.02,11488618,185468.33,7498850
2023-05-01,50000000,7519911.23,98.646,165749.12,12951827,182856.91,31597938,182854.19,25621733,48908.8,9183102,148685.21,6139811
2023-05-08,50000000,6987035.47,98.125,139207.91,10287707,41604.19,7419779,70807.33,9675119,135836.92,25384861,313791.17,12932517
2023-05-15,50000000,7674816.12,98.245,143717.42,11376679,41047.64,7206695,80532.14,10890575,202830.95,37243863,332887.15,13229141
2023-05-22,50000000,6726593.45,98.329,166263.08,13803945,40438.13,6782675,77424.57,11311742,181245.03,33395735,143952.3,5631539
2023-05-29,50000000,6539231.49,100.87,176269.22,14231630,47013.14,8268129,62444.92,8744726,59663.8,11055152,138021.59,5649769
2023-06-05,50000000,6378573.34,101.892,151231.42,11893076,44118.54,7377527,69016.09,9432038,66698.3,13012655,145620.99,5846743
2023-06-12,50000000,6371268.73,100.41,137485.76,10971489,36051.25,6343463,75100.49,10623810,77699.86,15021863,160775.25,6496837
2023-06-19,50000000,6164688.13,100.83,140335.77,11042737,37120.48,6492562,79033.93,11206810,63530.13,12002695,156711.86,6488763
